"","President","File","Term","Party","Date","Words","Win","type","links","urls","sentences","word.count","sent.id"
"25","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","America has never been united by blood or birth or soil.",11,25
"26","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","We are bound by ideals that move us beyond our backgrounds, lift us above our interests, and teach us what it means to be citizens.",25,26
"27","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Every child must be taught these principles.",7,27
"28","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Every citizen must uphold them.",5,28
"29","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","And every immigrant, by embracing these ideals, makes our country more, not less, American.",14,29
"30","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Today we affirm a new commitment to live out our Nation's promise through civility, courage, compassion, and character.",18,30
"31","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","America at its best matches a commitment to principle with a concern for civility.",14,31
"32","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","A civil society demands from each of us good will and respect, fair dealing and forgiveness.",16,32
"33","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Some seem to believe that our politics can afford to be petty because in a time of peace the stakes of our debates appear small.",25,33
"34","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","But the stakes for America are never small.",8,34
"35","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","If our country does not lead the cause of freedom, it will not be led.",15,35
"36","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","If we do not turn the hearts of children toward knowledge and character, we will lose their gifts and undermine their idealism.",22,36
"37","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","If we permit our economy to drift and decline, the vulnerable will suffer most.",14,37
"38","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","We must live up to the calling we share.",9,38
"39","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Civility is not a tactic or a sentiment;",8,39
"40","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","it is the determined choice of trust over cynicism, of community over chaos.",13,40
"41","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","And this commitment, if we keep it, is a way to shared accomplishment.",13,41
"42","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","America at its best is also courageous.",7,42
"43","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Our national courage has been clear in times of depression and war, when defeating common dangers defined our common good.",20,43
"44","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Now we must choose if the example of our fathers and mothers will inspire us or condemn us.",18,44
"45","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","We must show courage in a time of blessing by confronting problems instead of passing them on to future generations.",20,45
"46","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Together we will reclaim America's schools before ignorance and apathy claim more young lives.",14,46
"47","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","We will reform Social Security and Medicare, sparing our children from struggles we have the power to prevent.",18,47
"48","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","And we will reduce taxes to recover the momentum of our economy and reward the effort and enterprise of working Americans.",21,48
"49","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","We will build our defenses beyond challenge, lest weakness invite challenge.",11,49
"50","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","We will confront weapons of mass destruction, so that a new century is spared new horrors.",16,50
"51","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","The enemies of liberty and our country should make no mistake: America remains engaged in the world, by history and by choice, shaping a balance of power that favors freedom.",30,51
"52","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","We will defend our allies and our interests.",8,52
"53","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","We will show purpose without arrogance.",6,53
"54","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","We will meet aggression and bad faith with resolve and strength.",11,54
"55","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","And to all nations, we will speak for the values that gave our Nation birth.",15,55
"56","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","America at its best is compassionate.",6,56
"57","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","In the quiet of American conscience, we know that deep, persistent poverty is unworthy of our Nation's promise.",18,57
"58","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","And whatever our views of its cause, we can agree that children at risk are not at fault.",18,58
"59","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Abandonment and abuse are not acts of God;",8,59
"60","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","they are failures of love.",5,60
"61","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","And the proliferation of prisons, however necessary, is no substitute for hope and order in our souls.",17,61
"62","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Where there is suffering, there is duty.",7,62
"63","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Americans in need are not strangers;",6,63
"64","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","they are citizens—not problems but priorities.",6,64
"65","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","And all of us are diminished when any are hopeless.",10,65
"66","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Government has great responsibilities for public safety and public health, for civil rights and common schools.",16,66
"67","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Yet, compassion is the work of a nation, not just a government.",12,67
"68","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","And some needs and hurts are so deep they will only respond to a mentor's touch or a pastor's prayer.",20,68
"69","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Church and charity, synagogue and mosque lend our communities their humanity, and they will have an honored place in our plans and in our laws.",25,69
"70","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Many in our country do not know the pain of poverty.",11,70
"71","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","But we can listen to those who do.",8,71
"72","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","And I can pledge our Nation to a goal: When we see that wounded traveler on the road to Jericho, we will not pass to the other side.",28,72
"73","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","America at its best is a place where personal responsibility is valued and expected.",14,73
"74","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Encouraging responsibility is not a search for scapegoats;",8,74
"75","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","it is a call to conscience.",6,75
"76","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","And though it requires sacrifice, it brings a deeper fulfillment.",10,76
"77","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","We find the fullness of life not only in options but in commitments.",13,77
"78","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","And we find that children and community are the commitments that set us free.",14,78
"79","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Our public interest depends on private character, on civic duty and family bonds and basic fairness, on uncounted, unhonored acts of decency, which give direction to our freedom.",28,79
"80","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Sometimes in life we're called to do great things.",9,80
"81","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","But as a saint of our times has said, Every day we are called to do small things with great love.",21,81
"82","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","The most important tasks of a democracy are done by everyone.",11,82
"83","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","I will live and lead by these principles: to advance my convictions with civility, to serve the public interest with courage, to speak for greater justice and compassion, to call for responsibility and try to live it, as well.",39,83
"84","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","In all these ways, I will bring the values of our history to the care of our times.",18,84
"85","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","What you do is as important as anything Government does.",10,85
"86","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","I ask you to seek a common good beyond your comfort, to defend needed reforms against easy attacks, to serve your Nation, beginning with your neighbor.",26,86
"87","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","I ask you to be citizens: Citizens, not spectators;",9,87
"88","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","citizens, not subjects;",3,88
"89","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","responsible citizens building communities of service and a nation of character.",11,89
"90","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Americans are generous and strong and decent, not because we believe in ourselves but because we hold beliefs beyond ourselves.",20,90
"91","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","When this spirit of citizenship is missing, no Government program can replace it.",13,91
"92","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","When this spirit is present, no wrong can stand against it.",11,92
"93","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","After the Declaration of Independence was signed, Virginia statesman John Page wrote to Thomas Jefferson, We know the race is not to the swift, nor the battle to the strong.",30,93
"94","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Do you not think an angel rides in the whirlwind and directs this storm?",14,94
"95","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Much time has passed since Jefferson arrived for his inauguration.",10,95
"96","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","The years and changes accumulate, but the themes of this day, he would know: our Nation's grand story of courage and its simple dream of dignity.",26,96
"97","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","We are not this story's author, who fills time and eternity with his purpose.",14,97
"98","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Yet, his purpose is achieved in our duty.",8,98
"99","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","And our duty is fulfilled in service to one another.",10,99
"100","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","Never tiring, never yielding, never finishing, we renew that purpose today, to make our country more just and generous, to affirm the dignity of our lives and every life.",29,100
"101","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","This work continues, the story goes on, and an angel still rides in the whirlwind and directs this storm.",19,101
"102","George W. Bush","GeorgeWBush",1,"Republican","36911","1592","Yes","inaug","January 20, 2001","http://www.presidency.ucsb.edu/ws/index.php?pid=25853","God bless you all, and God bless America.",8,102
"103","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","Vice President Cheney, Mr.",4,1
"104","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","Chief Justice, President Carter, President Bush, President Clinton, Members of the United States Congress, reverend clergy, distinguished guests, fellow citizens: On this day, prescribed by law and marked by ceremony, we celebrate the durable wisdom of our Constitution and recall the deep commitments that unite our country.",47,2
"105","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","I am grateful for the honor of this hour, mindful of the consequential times in which we live, and determined to fulfill the oath that I have sworn and you have witnessed.",32,3
"106","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","At this second gathering, our duties are defined not by the words I use but by the history we have seen together.",22,4
"107","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","For a half a century, America defended our own freedom by standing watch on distant borders.",16,5
"108","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","After the shipwreck of communism came years of relative quiet, years of repose, years of sabbatical, and then there came a day of fire.",24,6
"109","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","We have seen our vulnerability, and we have seen its deepest source.",12,7
"110","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","For as long as whole regions of the world simmer in resentment and tyranny, prone to ideologies that feed hatred and excuse murder, violence will gather and multiply in destructive power and cross the most defended borders and raise a mortal threat.",42,8
"111","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","There is only one force of history that can break the reign of hatred and resentment and expose the pretensions of tyrants and reward the hopes of the decent and tolerant, and that is the force of human freedom.",39,9
"112","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","We are led, by events and common sense, to one conclusion: The survival of liberty in our land increasingly depends on the success of liberty in other lands.",28,10
"113","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","The best hope for peace in our world is the expansion of freedom in all the world.",17,11
"114","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","America's vital interests and our deepest beliefs are now one.",10,12
"115","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","From the day of our founding, we have proclaimed that every man and woman on this Earth has rights and dignity and matchless value, because they bear the image of the Maker of heaven and Earth.",36,13
"116","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","Across the generations, we have proclaimed the imperative of self-government, because no one is fit to be a master and no one deserves to be a slave.",27,14
"117","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","Advancing these ideals is the mission that created our Nation.",10,15
"118","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","It is the honorable achievement of our fathers.",8,16
"119","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","Now, it is the urgent requirement of our Nation's security and the calling of our time.",16,17
"120","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","So it is the policy of the United States to seek and support the growth of democratic movements and institutions in every nation and culture, with the ultimate goal of ending tyranny in our world.",35,18
"121","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","This is not primarily the task of arms, though we will defend ourselves and our friends by force of arms when necessary.",22,19
"122","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","Freedom, by its nature, must be chosen and defended by citizens and sustained by the rule of law and the protection of minorities.",23,20
"123","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","And when the soul of a nation finally speaks, the institutions that arise may reflect customs and traditions very different from our own.",23,21
"124","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","America will not impose our own style of government on the unwilling.",12,22
"125","George W. Bush","GeorgeWBush",2,"Republican","38372","2071","Yes","inaug","January 20, 2005","http://www.presidency.ucsb.edu/ws/index.php?pid=58745","Our goal instead is to help others find their own voice, attain their own freedom, and make their own way.",20,23
